varname	groupname
Cosmarium granatum	Algae
Euastrum dubium	Algae
Rhynchotalona falcata	Microcrustaceans
Tintinnidium fluviatile	Invertebrates
cf. Polyarthra vulgaris	Rotifera (Rotifers)
Pediastrum bijuga	Algae
Daucus carota-type	Herbs
cf. Meum	Herbs
Valerianella locusta	Herbs
cf. Valerianaceae	Indeterminables and unknowns
Asplanchna priodonta	Rotifera (Rotifers)
Rhamnus alpinus	Trees and shrubs
Type 32B	Rhizopods
Type 32A	Rhizopods
Type 8	Fungi
Type 71A	Invertebrates
Globose	Indeterminables and unknowns
Type 112A/B	Fungi
Type 112C	Fungi
Type 128	Undifferentiated NPP
Type 222	Undifferentiated NPP
Type 263	Fungi
Type 340	Bryophytes
Type 357	Fungi
Type 360	Fungi
Type 463	Fungi
Type 570	Undifferentiated NPP
Ascospores undiff.	Fungi
Zygospores undiff.	Fungi
Type 61	Algae
Pteridosperma	Pre-Quaternary type
Type 169	Fungi
Type 171	Fungi
Type 261	Fungi
Type 262	Fungi
Type 353A/B	Platyhelminthes (flatworms)
Type 3	Fungi
Type 7	Fungi
Type 85	Fungi
Type 112A	Fungi
Type 65/Type 123	Fungi
Type 494	Fungi
Type 343	Fungi
Type 370	Fungi
Type 77	Fungi
Bryophytes undiff.	Bryophytes
Type 77A/B	Fungi
Type 365	Fungi
Type 725	Undifferentiated NPP
Arcella arenaria	Rhizopods
cf. Type 112	Fungi
Type 494A	Fungi
Type 782	Macrofossils
Microcharcoal	Charcoal
Aquatic NPP undiff.	Indeterminables and unknowns
Callitrichaceae	Aquatics
Androsace alpina-type	Herbs
Helleborus viridis-type	Herbs
Primula clusiana-type	Herbs
Alchemilla pentaphyllea-type	Herbs
Aristolochia clematitis	Herbs
Galanthus nivalis	Herbs
Myriophyllum epectinatum	Aquatics
Tamus	Herbs
Lathraea	Herbs
Saxifraga tridactylites	Herbs
Scrophularia aquatica	Herbs
Lingulodinium machaerophorum	Dinoflagellates
Spiniferites bulloideus	Dinoflagellates
Spiniferites bentorii	Dinoflagellates
Spiniferites membranaceus	Dinoflagellates
Spiniferites ramosus	Dinoflagellates
Operculodinium centrocarpum	Dinoflagellates
Utriculariaceae	Aquatics
Ruppia maritima	Aquatics
Pinus maritima-type	Trees and shrubs
Simethis mattiazzii	Herbs
Lingulodinium redonnensis	Dinoflagellates
Fungal spores indeterminata	Fungi
Aquatic remains unidentified	Macrofossils
Polygonum maritimum	Herbs
Platanus orientalis	Trees and shrubs
Magnoliaceae undiff.	Trees and shrubs
Alchemilla-group	Herbs
Anethum graveolens	Herbs
Asparagus officinalis-type	Herbs
Cephalanthera-type	Herbs
Coronilla varia-type	Herbs
Corydalis cava-type	Herbs
Geranium pusillum-type	Herbs
Heracleum mantegazzianum	Herbs
Legousia	Herbs
Leucojum-type	Herbs
Malva neglecta-type	Herbs
Medicago lupulina-type	Herbs
Polygala comosa-type	Herbs
Tetragonolobus maritimus	Herbs
Valeriana montana-type	Herbs
Vincetoxicum hirundinaria	Herbs
Caldesia parnassifolia	Helophytes
Coccus	Invertebrates
Bistorta-type	Herbs
Cannabinaceae	Herbs
Cannabis sativa-type	Herbs
Fumana laevipes-type/Cistus salvifolius	Herbs
Haloxylon	Trees and shrubs
Hedera helix-type	Trees and shrubs
Helianthemum nummularium-group	Herbs
Muscari neglectum-type	Herbs
Papaver rhoeas-group	Herbs
Saxifraga cuneifolia-type	Herbs
Scabiosa argentea	Herbs
Sorbus-group	Trees and shrubs
Valeriana saxatilis-type	Herbs
Artemisia: clumps	Herbs
Brassicaceae: clumps	Herbs
Chenopodiaceae: clumps	Herbs
Pinus: clumps	Trees and shrubs
Carya: reworked	Trees and shrubs
Coniferae: corroded	Trees and shrubs
Juglans: reworked	Trees and shrubs
Liquidambar: reworked	Pre-Quaternary type
Tsuga: reworked	Pre-Quaternary type
Caspidinium rugosum	Dinoflagellates
Pyxidinopsis psilata	Dinoflagellates
Spiniferites cruciformis	Dinoflagellates
Bitectatodinium tepikiense	Dinoflagellates
Spiniferites pachydermis	Dinoflagellates
Tectatodinium pellitum	Dinoflagellates
Spiniferites undiff.	Dinoflagellates
Tuberculodinium vancampoae	Dinoflagellates
Dinoflagellata undiff.	Dinoflagellates
Dinoflagellata: reworked	Dinoflagellates
Multiplico sphaeridium	Acritarchs
Cymatiosphaera	Acritarchs
Micrhystridium	Acritarchs
Parrotia persica-type	Trees and shrubs
Pinus pinea/P. halepensis	Trees and shrubs
Cardueae-type	Herbs
Juniperus/Tetraclinis-type	Trees and shrubs
Rhamnus alaternus-type	Trees and shrubs
Ruscus aculeatus	Trees and shrubs
Erodium-type	Herbs
Lavandula stoechas	Trees and shrubs
Tripterospora	Fungi
Concentration: pollen per mm3	Nonpollen
Sporangia	Vegetative microfossils
Viburnum sp.	Trees and shrubs
Helianthemum sp.	Herbs
Valeriana sp.	Herbs
Pediastrum boryanum var. boryanum (type 1)	Algae
Pediastrum boryanum var. boryanum (type 2)	Algae
Pediastrum orientale (type 1)	Algae
Pediastrum orientale (type 2)	Algae
Lycopodium (counted) for Pediastrum	Nonpollen
Convolvulus sepium	Herbs
cf. Cleome	Indeterminables and unknowns
Persicaria amphibia	Aquatics
Anogramma	Vascular cryptogams (Pteridophytes)
Solanum cf. nigrum-type	Herbs
Genistoideae-type	Trees and shrubs
Mercurialis cf. ovata	Herbs
Geranium reticulate-type	Herbs
Geranium striate-type	Herbs
Juniperus communis-type	Trees and shrubs
Rumex acetosa/R. scutatus-type	Herbs
Picea excelsa-type	Trees and shrubs
Botrychium cf. B. lunaria	Vascular cryptogams (Pteridophytes)
Genista-group	Trees and shrubs
Lauraceae	Trees and shrubs
cf. Salix polaris	Trees and shrubs
cf. Cornus mas	Indeterminables and unknowns
cf. Zelkova	Indeterminables and unknowns
cf. Ephedra	Indeterminables and unknowns
Selaginella cf. denticula	Vascular cryptogams (Pteridophytes)
Heracleum sp.	Herbs
Cardamine hirsuta-type	Herbs
Scabiosa graminifolia	Herbs
cf. Cynoglossum	Indeterminables and unknowns
Helianthemum/Cistus-type	Herbs
Rhamnus cathartica/R. alaternus-type	Trees and shrubs
cf. Plumbago	Indeterminables and unknowns
Cistus cf. C. monspeliensis	Trees and shrubs
Empetrum/Ledum-type	Dwarf shrubs
Rhamnus subg. Frangula	Trees and shrubs
Ranunculus ficaria-type	Herbs
Tofieldia-type	Herbs
Pinus haplostellate	Trees and shrubs
Alternanthera	Herbs
Azolla/Salvinia spore(s)	Aquatic Pteridophyta
Concentricystes circulus	Algae
cf. Scheuchzeria	Indeterminables and unknowns
Atriplex portulacoides	Herbs
Sphagnum imbricatum: leaves	Macrofossils
Cephalodella	Rotifera (Rotifers)
Halophytes	Indeterminables and unknowns
Poaceae Tardiglaciaire	Herbs
Pinus uncinata-type	Trees and shrubs
Coryloide-type	Trees and shrubs
Selaginella-type	Vascular cryptogams (Pteridophytes)
Phyteuma spicatum	Herbs
Centaurium sp.	Herbs
Zea mays-type	Herbs
Drosera longifolia	Herbs
Pseudotsuga douglasii	Trees and shrubs
Daphne laureola	Dwarf shrubs
Phytolacca	Herbs
Poaceae: clumps	Herbs
Capsella bursa-pastoris-type	Herbs
Filipendula vulgaris-type	Herbs
Succisa pratensis-type	Herbs
Valerianella-type	Herbs
Viola sp.	Herbs
Lythrum sp.	Herbs
Asteraceae subf. Cichorioideae	Herbs
Microspheres suspension (added)	Nonpollen
Microspheres (counted)	Nonpollen
Monolete psilate undiff.	Indeterminables and unknowns
Monolete spore(s) unknown	Vascular cryptogams (Pteridophytes)
Trilete spore(s) unknown	Vascular cryptogams (Pteridophytes)
Pteropyrum/Calligonum-type	Trees and shrubs
Salvadoraceae	Trees and shrubs
Commiphora	Trees and shrubs
Riella	Bryophytes
Deciduous tree: seed	Macrofossils
Indeterminable: triporate	Indeterminables and unknowns
Gramineae >42µm	Herbs
Macrocharcoal	Charcoal
Type 9	Undifferentiated NPP
Type 12	Fungi
Type 14	Fungi
Type 15	Fungi
Type 58	Algae
Pteropsida monolete	Vascular cryptogams (Pteridophytes)
Poaceae >37µm	Herbs
Betula pubescens-type: clumps	Trees and shrubs
Hippophae rhamnoides: clumps	Trees and shrubs
Apiaceae undiff.: clumps	Herbs
Cyperaceae: clumps	Helophytes
Exotics (counted)	Nonpollen
Number of exotics per tablet	Nonpollen
Volume of sample (mm3)	Nonpollen
Tablets (added)	Nonpollen
Quercus pedunculata	Trees and shrubs
Quercus sessiliflora	Trees and shrubs
Hydrophyta	Nonpollen
Ulex/Sarothamnus-type	Herbs
Comarum/Potentilla-type	Herbs
cf. Buxus	Indeterminables and unknowns
cf. Teucrium	Indeterminables and unknowns
Urtica atrovirens-type	Herbs
Evax-type	Herbs
Potentilla recta-type	Herbs
Potentilla erecta-type	Herbs
Lotus alpinus-type	Herbs
Trifolium campestre-type	Herbs
Atrichum spores	Bryophytes
Paeoniaceae	Herbs
Paeonia	Herbs
Pinus montana	Trees and shrubs
Erica mediterranea	Dwarf shrubs
Echinidinium transparantum	Dinoflagellates
Spiniferites mirabilis	Dinoflagellates
Brigantedinium	Dinoflagellates
Polykrikos kofoidii	Dinoflagellates
Peridinium ponticum	Dinoflagellates
Micrhystridium ariakense	Dinoflagellates
Protoperidinium stellatum	Dinoflagellates
Quinquecuspis concreta	Dinoflagellates
Cymatiosphaera globulosa	Acritarchs
Islandinium minutum	Dinoflagellates
Spiniferites belerius	Dinoflagellates
Dryopteris/Thelypteris	Vascular cryptogams (Pteridophytes)
Type 502	Fungi
Type 52D	Undifferentiated NPP
Type 25	Fungi
Pentaphrasodinium dalei	Dinoflagellates
Lingulodinium machaerophorum var. clavatum	Dinoflagellates
Anthericum liliago	Herbs
Campanula medium	Herbs
Coriandrum sativum	Herbs
Cucumis sativus	Herbs
Rhus-group	Trees and shrubs
Hedera: stomata	Vegetative microfossils
Nymphaeaceae: base cells	Vegetative microfossils
Saccharomyces	Fungi
cf. Sinapis	Herbs
Viola-type	Herbs
cf. Melampyrum	Indeterminables and unknowns
cf. Stachys sylvatica	Herbs
cf. Scilla/Fritillaria	Herbs
Plantago subulata subsp. insularis	Herbs
Leptosporangiatae	Vascular cryptogams (Pteridophytes)
Micranthes stellaris	Herbs
Micranthes stellaris-type	Herbs
Cryosophila	Herbs
Sphaerostephanos	Vascular cryptogams (Pteridophytes)
Mimulus	Herbs
Typha angustata	Helophytes
Tsuga heterophylla	Trees and shrubs
Athyrium undiff.	Vascular cryptogams (Pteridophytes)
Gentianaceae cf. Gentianella	Herbs
Trichomanes	Vascular cryptogams (Pteridophytes)
Pollen sums	Nonpollen
Fabaceae subf. Faboideae	Herbs
Cryptogramma-type	Vascular cryptogams (Pteridophytes)
Dryopteris-type undiff.	Vascular cryptogams (Pteridophytes)
Saxifragaceae-type	Herbs
Chamaenerion latifolium	Herbs
Diphasiastrum alpinum/D. complanatum	Vascular cryptogams (Pteridophytes)
Cistus hirsutuS	Herbs
Ferula glauca	Herbs
Dalechampia	Herbs
Calceolaria	Herbs
Davallia	Vascular cryptogams (Pteridophytes)
Araceae subf. Lemnoideae	Aquatics
Myriophyllum sibiricum-type	Aquatics
Dennstaedtia	Vascular cryptogams (Pteridophytes)
Iva	Herbs
cf. Corydalis claviculata	Herbs
cf. Hornungia-type	Herbs
Astragalus danicus	Herbs
cf. Vicia-type	Herbs
Chamaenerion-type	Herbs
Asteraceae subf. Carduoideae	Herbs
Bryonia cretica	Herbs
Persicaria bistorta-type	Herbs
Paris quadrifolia-type	Herbs
Gladiolus illyricus-type	Herbs
Lactuceae undiff.	Herbs
Poaceae annulus 8-10µm	Herbs
Poaceae annulus >10µm	Herbs
Poaceae <32µm	Herbs
Poaceae >32µm	Herbs
Plumbaginaceae undiff.	Herbs
Fern: sporangia	Vegetative microfossils
cf. Hippophae	Indeterminables and unknowns
cf. Verbascum	Indeterminables and unknowns
cf. Lamiaceae	Indeterminables and unknowns
cf. Carpinus-type	Indeterminables and unknowns
cf. Fraxinus	Indeterminables and unknowns
cf. Adonis vernalis-type	Indeterminables and unknowns
cf. Plantago lanceolata-type	Herbs
cf. Portulaca oleracea	Indeterminables and unknowns
cf. Dryopteris filix-mas/D. cristata	Vascular cryptogams (Pteridophytes)
cf. Fabaceae undiff.	Indeterminables and unknowns
cf. Aconitum napellus-type	Indeterminables and unknowns
cf. Lotus-type	Indeterminables and unknowns
cf. Menyanthes trifoliata	Indeterminables and unknowns
cf. Oenanthe fistulosa-type	Indeterminables and unknowns
cf. Sinapis-type	Herbs
Sample volume	Nonpollen
cf. Crataegus-type	Trees and shrubs
cf. Myriophyllum	Indeterminables and unknowns
cf. Boraginaceae undiff.	Indeterminables and unknowns
cf. Trapa natans	Indeterminables and unknowns
cf. Liliaceae undiff.	Indeterminables and unknowns
cf. Gentianaceae undiff.	Indeterminables and unknowns
cf. Nyssa	Indeterminables and unknowns
cf. Cornus suecica-type	Indeterminables and unknowns
cf. Saxifraga stellaris-type	Indeterminables and unknowns
cf. Hypericum elodes	Indeterminables and unknowns
cf. Juglans	Indeterminables and unknowns
cf. Blechnum spicant	Vascular cryptogams (Pteridophytes)
cf. Cornus mas-type	Indeterminables and unknowns
cf. Digitalis purpurea-type	Indeterminables and unknowns
cf. Fumana-type	Indeterminables and unknowns
cf. Heracleum sphondyllium-type	Herbs
cf. Plantago maritima-type	Herbs
cf. Polypodium vulgare-type	Vascular cryptogams (Pteridophytes)
cf. Polystichum-type	Vascular cryptogams (Pteridophytes)
cf. Sanguisorba minor	Indeterminables and unknowns
cf. Seseli libanotis-type	Herbs
cf. Silene vulgaris-type	Herbs
cf. Apiaceae undiff.	Indeterminables and unknowns
cf. Caltha palustris-type	Indeterminables and unknowns
cf. Cerastium fontanum-group	Herbs
cf. Chaerophyllum hirsutum	Herbs
cf. Mentha-type	Herbs
cf. Menyanthes trifoliata-type	Indeterminables and unknowns
cf. Nymphaea alba-type	Indeterminables and unknowns
cf. Potamogeton-type	Indeterminables and unknowns
cf. Potentilla-type	Herbs
cf. Ranunculus acris-type	Indeterminables and unknowns
cf. Saxifraga oppositifolia-type	Indeterminables and unknowns
cf. Scrophularia-type	Indeterminables and unknowns
cf. Scutellaria-type	Herbs
cf. Selaginella selaginoides	Indeterminables and unknowns
cf. Solanum dulcamara-type	Indeterminables and unknowns
cf. Trifolium-type	Herbs
cf. Valeriana dioica-type	Indeterminables and unknowns
cf. Acer campestre-type	Indeterminables and unknowns
cf. Carya-type	Indeterminables and unknowns
cf. Fagus	Indeterminables and unknowns
cf. Ilex-type	Indeterminables and unknowns
cf. Liquidambar styraciflua	Indeterminables and unknowns
cf. Pterocarya fraxinifolia-type	Indeterminables and unknowns
cf. Rhus typhina	Indeterminables and unknowns
cf. Ribes rubrum-type	Indeterminables and unknowns
cf. Sambucus nigra-type	Indeterminables and unknowns
cf. Tsuga	Trees and shrubs
Pterocarya fraxinifolia-type	Trees and shrubs
Avena/Triticum-group	Herbs
Phegopteris connectilis	Vascular cryptogams (Pteridophytes)
Rumex acetosa-group	Herbs
Sagina apetala-type	Herbs
Vaccinium-group	Dwarf shrubs
Apium inundatum/Trinia glauca-type	Herbs
Carum verticillatum-type	Herbs
Cicuta virosa-type	Herbs
Cirsium/Serratula-type	Herbs
Helicoon	Fungi
Hordeum-group	Herbs
Narthecium/Fritillaria/Scilla-type	Herbs
Pediastrum boryanum-type	Algae
Sagina procumbens-type	Herbs
Silene pratensis-type	Herbs
Arenaria montana	Herbs
Selaginella selaginoides: tetrads	Vascular cryptogams (Pteridophytes)
Pediastrum duplex-type	Algae
Betula pubescens undiff.	Trees and shrubs
Liquidambar styraciflua	Trees and shrubs
Laserpitium prutenicum-type	Herbs
Illecebrum verticillatum-type	Herbs
Lychnis coronaria-type	Herbs
Meum athamanticum/Angelica palustris-type	Herbs
Minuartia hybrida-type	Herbs
Oenanthe aquatica-group	Herbs
Rumex aquaticus-group	Herbs
Rumex conglomeratus-group	Herbs
Silene nutans-group	Herbs
Sparganium minimum-group	Helophytes
Gloeocapsa	Cyanobacteria
Betula pubescens-type/Betula undiff.	Trees and shrubs
Parietaria-type	Herbs
Cirsium/Serratula	Herbs
Sison amomum-type	Herbs
Aster/Anthemis/Cirsium/Serratula-type	Herbs
Urtica dioica-group	Herbs
Polygonum aviculare-group	Herbs
Lemna-type	Aquatics
Alisma plantago-aquatica-group	Herbs
Lythrum portula/L. salicaria	Herbs
Laser trilobum-type	Herbs
Pimpinella anisum-type	Herbs
Anthemis/Aster/Cirsium/Serratula	Herbs
Zopfiella lundqvistii	Fungi
Valeriana cf. sambucifolia	Herbs
Dryopteris sp.	Vascular cryptogams (Pteridophytes)
Bisaccate undiff.	Trees and shrubs
Armeria maritima/Limonium vulgare	Herbs
Bupleurum falcatum-group	Herbs
Crithmum maritimum-type	Herbs
Anagallis tenella/A. minima	Herbs
Anthemis/Aster-type	Herbs
Chaerophyllum bulbosum-type	Herbs
Parnassia palustris-type	Herbs
Betuloid-type	Trees and shrubs
Valerianella locusta-type	Herbs
cf. Trichomanes speciosum	Indeterminables and unknowns
Salix: clumps	Herbs
Moss spores	Bryophytes
Sagina procumbens-group	Herbs
Fagus: clumps	Trees and shrubs
cf. Hordeum-group	Herbs
cf. Ononis-type	Indeterminables and unknowns
cf. Pistacia	Indeterminables and unknowns
cf. Melampyrum: clumps	Indeterminables and unknowns
Pinus diploxylon-type: clumps	Trees and shrubs
Osmunda regalis: clumps	Vascular cryptogams (Pteridophytes)
cf. Juniperus-type: clumps	Indeterminables and unknowns
Anthemis-type: clumps	Herbs
Cerastium fontanum-group: clumps	Herbs
Chaerophyllum temulentum-type	Herbs
Indeterminata: clumps	Indeterminables and unknowns
Coryloide-type: clumps	Trees and shrubs
Carpinus betulus/Ostrya-type	Trees and shrubs
cf. Carya	Indeterminables and unknowns
cf. Pterocarya fraxinifolia	Indeterminables and unknowns
Arum	Herbs
Dipsacus/Cephalaria	Herbs
Liliaceae sensu lato	Herbs
cf. Plantago	Indeterminables and unknowns
cf. Ranunculaceae	Indeterminables and unknowns
Ranunculus lanuginosus-type	Herbs
Rhinanthus-group	Herbs
Indeterminable: immature	Indeterminables and unknowns
Lycopodiella-type	Vascular cryptogams (Pteridophytes)
Selaginella willdenowii	Vascular cryptogams (Pteridophytes)
Persicaria maculosa	Herbs
Spirogyra (psilate)	Vascular cryptogams (Pteridophytes)
Type 341B	Algae
Amphisphaerella dispersella	Vascular cryptogams (Pteridophytes)
Byssothecium circinans	Fungi
cf. Conochilus hippocrepis	Rotifera (Rotifers)
Epicoccum purpurascens	Fungi
Lycopodium suspension	Nonpollen
Spheroidal carbonaceous particle	Nonpollen
Morus alba-type	Trees and shrubs
Amaranthus	Herbs
Ranunculus aconitifolius-type	Herbs
Myrtus-type	Trees and shrubs
Chamaerops humilis	Trees and shrubs
Smyrnium	Herbs
Trachycarpus fortunei	Trees and shrubs
Anemone hortensis-type	Herbs
Fedia cornucopiae	Herbs
Gypsophila arrostii	Herbs
Rumex scutatus-type	Herbs
Saxifraga tridactylitis-type	Herbs
Simethis planifolia	Herbs
Smyrnium-type	Herbs
Urtica membranacea-type	Herbs
Phillyrea angustifolia-type	Trees and shrubs
Echium vulgare-type	Herbs
Corrigiola litoralis-type	Herbs
Corrigiola telephiifolia-type	Herbs
Erodium cicutarium-type	Herbs
Limonium humile-type	Herbs
Pinguicula vulgaris-type	Herbs
Circaea lutetiana-type	Herbs
Geranium molle-type	Herbs
Tilia: corroded	Trees and shrubs
cf. Botrychium	Vascular cryptogams (Pteridophytes)
cf. Lycopodium alpinum	Vascular cryptogams (Pteridophytes)
Rhamnus frangula	Trees and shrubs
Damasonium alisma	Herbs
Caldesia	Herbs
Cystopteris sudetica	Vascular cryptogams (Pteridophytes)
Thelycrania cf. sanguinea	Trees and shrubs
Eurotia ceratoides	Herbs
Alnaster fruticosus	Trees and shrubs
Charcoal <40µm	Charcoal
Charcoal >40µm	Charcoal
Cerealia-type cf. Avena/Triticum-group	Herbs
Cerealia-type cf. Hordeum-group	Herbs
Cerealia-type undiff.	Herbs
Hypericum cf. H. elodes	Herbs
Phryganella	Rhizopods
Hydrachnidia	Invertebrates
Olpidiaceae	Fungi
Uredinales	Fungi
Comandra elegans	Herbs
Logfia-type	Herbs
Delphinium elatum	Herbs
Lychnis alpina-type	Herbs
Lycopodium annotinum/L. alpinum	Vascular cryptogams (Pteridophytes)
Paronychia/Herniaria-type	Herbs
Polygonaceae non-Rumex	Herbs
Ranunculaceae cf. Anemone/Caltha	Herbs
Athyrium filix-femina-type	Vascular cryptogams (Pteridophytes)
Gymnocarpium-type	Vascular cryptogams (Pteridophytes)
Polypodium/Isoetes	Vascular cryptogams (Pteridophytes)
cf. Cathaya	Indeterminables and unknowns
Parrotia cf. persica	Trees and shrubs
Cladium mariscus-type	Helophytes
Gentianaceae-type	Herbs
Thelypteris cf. palustris-type	Vascular cryptogams (Pteridophytes)
Selaginella sibirica-type	Vascular cryptogams (Pteridophytes)
Taxaceae	Trees and shrubs
Taxodium-type	Trees and shrubs
Hippophae cf. rhamnoides	Trees and shrubs
Viscum cf. album	Trees and shrubs
cf. Trifolium	Herbs
Sanguisorba cf. minor	Vascular cryptogams (Pteridophytes)
Cladium cf. mariscus	Helophytes
Thelypteris cf. palustris	Vascular cryptogams (Pteridophytes)
Polypodium cf. vulgare	Vascular cryptogams (Pteridophytes)
Selaginella cf. selaginoides	Vascular cryptogams (Pteridophytes)
cf. Rhododendron	Dwarf shrubs
Pachysandra/Sarcococca	Trees and shrubs
Vigna-type	Herbs
Centranthus ruber	Trees and shrubs
Passifloraceae	Trees and shrubs
Typha cf. latifolia	Trees and shrubs
cf. Keteeleria	Trees and shrubs
Dryopteris cf. filix-mas	Vascular cryptogams (Pteridophytes)
cf. Erodium	Indeterminables and unknowns
Helicosporium	Fungi
Selaginella cf. sibirica	Vascular cryptogams (Pteridophytes)
Hippophae rhamnoides-type	Trees and shrubs
Cardamine pratensis	Herbs
Allium ursinum	Herbs
Pinus haplostellate-type	Trees and shrubs
Heliotropium europaeum-type	Herbs
Hypericum elodes-type	Herbs
Pedicularis sylvatica-type	Herbs
Ophioglossum-type	Vascular cryptogams (Pteridophytes)
cf. Acanthaceae	Indeterminables and unknowns
Anemone coronaria-type	Herbs
Capsicum-type	Herbs
cf. Gentianella-type	Herbs
Ranunculus parviflorus	Herbs
Bryophyta sensu lato	Bryophytes
Palynomorpha undiff.	Indeterminables and unknowns
Quercus ithaburensis-type	Trees and shrubs
Quercus calliprinos-type	Trees and shrubs
Phoenix	Trees and shrubs
cf. Saxifraga	Indeterminables and unknowns
Echium/Vincetoxicum	Indeterminables and unknowns
Symphytum/Cerinthe-type	Herbs
cf. Hystrichosphaerids	Dinoflagellates
cf. Ostrya	Indeterminables and unknowns
Cystopteris montana	Vascular cryptogams (Pteridophytes)
cf. Hottonia-type	Indeterminables and unknowns
cf. Parietaria	Indeterminables and unknowns
cf. Torilis arvensis	Herbs
cf. Jasione	Herbs
cf. Solanum	Indeterminables and unknowns
cf. Helleborus viridis	Herbs
cf. Sempervivum	Herbs
cf. Cicendia filiformis	Herbs
cf. Bupleurum	Herbs
Valeriana exaltata-type	Herbs
Torilis-type	Herbs
Anthericum cf. liliago	Herbs
Oxytropis-type	Herbs
Gentiana cf. purpurea	Herbs
Gymnocarpium robertianum	Vascular cryptogams (Pteridophytes)
Echium/Vincetoxicum-type	Indeterminables and unknowns
Gentiana bavarica	Herbs
Gentiana bavarica-type	Herbs
Lilium cf. martagon	Herbs
Onobrychis montana	Herbs
cf. Bunias	Herbs
cf. Melandrium	Herbs
cf. Muscari	Herbs
cf. Verbascum-type	Indeterminables and unknowns
cf. Athyrium alpestre	Vascular cryptogams (Pteridophytes)
cf. Muscari-type	Herbs
cf. Lychnis-type	Herbs
cf. Lysimachia	Indeterminables and unknowns
cf. Gagea-type	Herbs
Plantago montana/P. media	Herbs
Sarcopoterium-type	Trees and shrubs
Aquatic vascular plants	Aquatics
NPP undiff.	Undifferentiated NPP
Pinus cembra: stomata	Vegetative microfossils
Menyanthes: hairs	Vegetative microfossils
cf. Anthoceros	Indeterminables and unknowns
Poaceae: anther	Macrofossils
Corylus: anther	Macrofossils
Pinnularia cardinalis	Algae
Dryopteris austriaca subsp. spinulosa	Vascular cryptogams (Pteridophytes)
Plantago maritima/P. media	Herbs
Cyperaceae: rootlets	Macrofossils
cf. Hippuris	Indeterminables and unknowns
Cyperaceae: anther	Macrofossils
Betula: anther	Macrofossils
cf. Difflugia	Rhizopods
Betula: vessels	Vegetative microfossils
Alnus: perforation plates	Vegetative microfossils
Alnus: vessels	Vegetative microfossils
cf. Lemna	Indeterminables and unknowns
cf. Ruppia	Indeterminables and unknowns
cf. Stratiotes	Indeterminables and unknowns
Juncus bufonius: seed	Macrofossils
Sphagnum: leaf remains	Vegetative microfossils
Calluna: anther	Macrofossils
Corylus: wood	Macrofossils
Cerealia 37-40µm	Herbs
Cerealia 40-50µm	Herbs
Cerealia >50µm	Herbs
Lysimachia cf. thyrsiflora	Herbs
Eucalyptus tablets	Nonpollen
Linum cf. L. usitatissimum	Herbs
cf. Pisum	Herbs
Vicia cf. V. faba	Herbs
cf. Anemone-type	Indeterminables and unknowns
Eucalyptus (grains/g of tablet)	Nonpollen
Eucalyptus (spike)	Nonpollen
Rubus cf. R. saxatilis	Trees and shrubs
Ericaceae cf. Cassiope	Dwarf shrubs
Drosera anglica-type	Helophytes
Saxifraga nivalis/S. tenuis	Herbs
Betula tortuosa-type	Trees and shrubs
Aconitum septentrionale	Herbs
cf. Galeopsis	Indeterminables and unknowns
cf. Elatine	Indeterminables and unknowns
Rumex sect. Acetosa	Herbs
Poaceae annulus <8µm	Herbs
Poaceae annulus >8µm	Herbs
Lingulodinium cf. L. machaerophorum	Dinoflagellates
Operculodinium cf. O. centrocarpum	Dinoflagellates
Spiniferites	Dinoflagellates
cf. Limosella aquatica	Indeterminables and unknowns
cf. Maianthemum	Indeterminables and unknowns
Solidago-type/Saussurea-type	Herbs
Nuphar-type	Aquatics
cf. Sphagnum	Indeterminables and unknowns
Triticum spelta-type	Herbs
Secale, primitive	Herbs
Bosmina	Microcrustaceans
Bullinula indica	Rhizopods
Clathrulina elegans	Rhizopods
Difflugia pyriformis	Rhizopods
Erica ciliaris	Dwarf shrubs
Nebela collaris	Rhizopods
Phryganella hemisphaerica	Rhizopods
Simocephalus	Microcrustaceans
cf. Rhamnus	Indeterminables and unknowns
Phacotus lenticularis	Algae
Charcoal >45µm	Charcoal
Ribes undiff.	Trees and shrubs
Ribes alpinum-type	Trees and shrubs
Forsythia	Trees and shrubs
cf. Urtica pilulifera	Indeterminables and unknowns
Quercus faginea-type	Trees and shrubs
Bupleurum rigidum-type	Herbs
Lithodora fruticosa-type	Trees and shrubs
Corrigiola telephiifolia	Herbs
Type TM-M2	Fungi
Type TM-4036	Fungi
Type TM-4004	Fungi
Type TM-037	Fungi
Type TM-316	Fungi
Type TM-510	Fungi
Type TM-523	Fungi
Type TM-362	Fungi
Type TM-524	Fungi
Marchantia: thallus remains	Macrofossils
Type HdV-44	Fungi
Type HdV-572	Fungi
Type HdV-201	Fungi
Type HdV-8	Fungi
Type HdV-77	Fungi
Type HdV-16	Fungi
Type HdV-729	Fungi
Type HdV-18	Fungi
Type HdV-546	Fungi
Type HdV-569	Fungi
Scleroderma	Fungi
Peridinium	Dinoflagellates
